ID_Cliente,Val_compras,Num_compras,Categorias
bae371c4-8db1-4176-907a-68ce03eb4368,307181,88,"Salud,Ropa,Ropa,Juguetes,Celulares,Celulares,Ropa,Juguetes,Salud,Deportes,Animales,Salud,Animales,Ropa,Hogar,Ropa,Videojuegos,Animales,Celulares,Deportes,Videojuegos,Animales,Videojuegos,Salud,Ropa,Bebes,Bebes,Juguetes,Ropa,Ropa,Hogar,Animales,Celulares,Bebes,Videojuegos,Salud,Videojuegos,Ropa,Salud,Videojuegos,Celulares,Juguetes,Celulares,Juguetes,Celulares,Ferreteria,Juguetes,Deportes,Ferreteria,Bebes,Deportes,Bebes,Bebes,Videojuegos,Celulares,Juguetes,Bebes,Videojuegos,Deportes,Hogar,Bebes,Celulares,Juguetes,Ropa,Bebes,Salud,Joyeria,Ropa,Joyeria,Salud,Celulares,Joyeria,Bebes,Salud,Joyeria,Celulares,Joyeria,Videojuegos,Animales,Videojuegos,Videojuegos,Videojuegos,Libros,Hogar,Joyeria,Joyeria,Salud,Joyeria"
9419207f-e876-4aec-9167-c86e55472d16,26583,6,"Animales,Ropa,Videojuegos,Ferreteria,Celulares,Celulares"
56e03b7b-4fff-43d1-9b35-513b73de82db,301123,97,"Celulares,Celulares,Juguetes,Deportes,Hogar,Celulares,Ferreteria,Celulares,Videojuegos,Bebes,Deportes,Deportes,Videojuegos,Juguetes,Juguetes,Animales,Ferreteria,Joyeria,Ferreteria,Libros,Deportes,Bebes,Joyeria,Bebes,Ropa,Salud,Animales,Juguetes,Ropa,Celulares,Bebes,Videojuegos,Electronicos,Ferreteria,Juguetes,Ropa,Videojuegos,Juguetes,Electronicos,Joyeria,Libros,Ferreteria,Celulares,Juguetes,Salud,Celulares,Ropa,Salud,Hogar,Libros,Ferreteria,Bebes,Videojuegos,Libros,Celulares,Bebes,Animales,Joyeria,Animales,Videojuegos,Deportes,Bebes,Animales,Juguetes,Videojuegos,Ferreteria,Electronicos,Joyeria,Ropa,Salud,Salud,Ferreteria,Ferreteria,Ferreteria,Videojuegos,Electronicos,Salud,Juguetes,Juguetes,Juguetes,Celulares,Animales,Ferreteria,Electronicos,Ropa,Electronicos,Deportes,Electronicos,Videojuegos,Joyeria,Salud,Celulares,Salud,Hogar,Bebes,Videojuegos,Hogar"
d1b6cd6f-98b6-47b5-9280-eecb3faa5a58,172562,82,"Joyeria,Electronicos,Ferreteria,Juguetes,Salud,Libros,Deportes,Juguetes,Ferreteria,Ropa,Ferreteria,Ropa,Deportes,Celulares,Videojuegos,Animales,Salud,Salud,Juguetes,Joyeria,Ferreteria,Ropa,Ferreteria,Ferreteria,Deportes,Libros,Ropa,Videojuegos,Electronicos,Juguetes,Ferreteria,Animales,Ropa,Bebes,Juguetes,Videojuegos,Juguetes,Ropa,Bebes,Ferreteria,Ropa,Celulares,Libros,Deportes,Juguetes,Libros,Juguetes,Videojuegos,Joyeria,Juguetes,Deportes,Videojuegos,Joyeria,Electronicos,Ropa,Joyeria,Juguetes,Bebes,Bebes,Ferreteria,Ferreteria,Ropa,Libros,Salud,Hogar,Bebes,Celulares,Joyeria,Deportes,Bebes,Videojuegos,Ferreteria,Juguetes,Deportes,Animales,Bebes,Bebes,Juguetes,Juguetes,Hogar,Salud,Salud"
9cc30387-5216-491b-9776-d2ffdefb904e,115764,55,"Salud,Animales,Ferreteria,Libros,Libros,Deportes,Libros,Hogar,Salud,Hogar,Salud,Videojuegos,Deportes,Deportes,Ropa,Animales,Videojuegos,Juguetes,Joyeria,Ferreteria,Celulares,Deportes,Juguetes,Libros,Deportes,Ferreteria,Joyeria,Libros,Joyeria,Salud,Celulares,Juguetes,Libros,Animales,Hogar,Ferreteria,Salud,Juguetes,Videojuegos,Joyeria,Celulares,Ferreteria,Bebes,Joyeria,Animales,Deportes,Electronicos,Videojuegos,Ferreteria,Ferreteria,Juguetes,Juguetes,Libros,Bebes,Libros"
24c3651a-af7a-4b6e-9379-1506879ff29d,177952,62,"Joyeria,Animales,Animales,Hogar,Videojuegos,Joyeria,Deportes,Juguetes,Deportes,Salud,Ropa,Juguetes,Joyeria,Celulares,Joyeria,Bebes,Videojuegos,Ropa,Libros,Joyeria,Bebes,Celulares,Bebes,Ferreteria,Videojuegos,Celulares,Ropa,Deportes,Bebes,Hogar,Deportes,Joyeria,Bebes,Electronicos,Bebes,Ropa,Bebes,Bebes,Juguetes,Animales,Juguetes,Libros,Ferreteria,Salud,Electronicos,Animales,Bebes,Videojuegos,Ropa,Celulares,Juguetes,Juguetes,Joyeria,Deportes,Ferreteria,Libros,Joyeria,Hogar,Animales,Bebes,Deportes,Animales"
518d9062-042c-4205-9db0-3fc32cfc8f99,604695,103,"Ropa,Ropa,Ropa,Juguetes,Ferreteria,Ferreteria,Ferreteria,Celulares,Ropa,Hogar,Celulares,Celulares,Deportes,Libros,Videojuegos,Electronicos,Electronicos,Ropa,Ropa,Salud,Electronicos,Celulares,Juguetes,Juguetes,Joyeria,Ropa,Celulares,Celulares,Libros,Deportes,Juguetes,Juguetes,Ferreteria,Ropa,Deportes,Juguetes,Celulares,Joyeria,Celulares,Celulares,Hogar,Videojuegos,Joyeria,Bebes,Joyeria,Joyeria,Juguetes,Hogar,Hogar,Juguetes,Salud,Joyeria,Ferreteria,Ropa,Juguetes,Joyeria,Libros,Electronicos,Salud,Ropa,Videojuegos,Ropa,Salud,Ropa,Salud,Ferreteria,Joyeria,Hogar,Joyeria,Celulares,Ferreteria,Ferreteria,Celulares,Joyeria,Hogar,Juguetes,Animales,Salud,Bebes,Videojuegos,Deportes,Libros,Deportes,Ferreteria,Animales,Ferreteria,Deportes,Videojuegos,Libros,Hogar,Salud,Salud,Libros,Videojuegos,Juguetes,Electronicos,Salud,Joyeria,Salud,Joyeria,Electronicos,Juguetes,Ferreteria"
f2c5f7ce-a24a-427c-b01d-32cc81a93a88,300162,72,"Celulares,Joyeria,Celulares,Deportes,Celulares,Ferreteria,Juguetes,Ropa,Salud,Libros,Celulares,Deportes,Animales,Electronicos,Videojuegos,Salud,Ropa,Electronicos,Libros,Bebes,Animales,Hogar,Electronicos,Ferreteria,Bebes,Celulares,Hogar,Libros,Celulares,Bebes,Joyeria,Bebes,Salud,Deportes,Deportes,Juguetes,Joyeria,Salud,Juguetes,Ropa,Hogar,Ropa,Deportes,Joyeria,Deportes,Bebes,Animales,Electronicos,Animales,Deportes,Bebes,Libros,Hogar,Bebes,Bebes,Juguetes,Deportes,Deportes,Joyeria,Libros,Juguetes,Ropa,Celulares,Celulares,Juguetes,Ferreteria,Ropa,Deportes,Deportes,Salud,Juguetes,Juguetes"
0490363c-0289-45c5-89d3-8c2cf7761897,407695,84,"Ferreteria,Ropa,Bebes,Hogar,Deportes,Ropa,Joyeria,Deportes,Celulares,Bebes,Juguetes,Hogar,Juguetes,Ferreteria,Celulares,Libros,Animales,Videojuegos,Bebes,Juguetes,Bebes,Salud,Bebes,Electronicos,Ropa,Joyeria,Celulares,Electronicos,Ropa,Ropa,Celulares,Animales,Celulares,Ferreteria,Bebes,Celulares,Ropa,Juguetes,Animales,Deportes,Libros,Celulares,Bebes,Deportes,Animales,Celulares,Bebes,Ferreteria,Ropa,Videojuegos,Hogar,Hogar,Salud,Electronicos,Juguetes,Hogar,Ferreteria,Joyeria,Videojuegos,Videojuegos,Bebes,Celulares,Ferreteria,Videojuegos,Ropa,Animales,Ropa,Electronicos,Joyeria,Joyeria,Salud,Salud,Libros,Libros,Salud,Ferreteria,Hogar,Deportes,Deportes,Animales,Ropa,Libros,Celulares,Bebes"
2a38c136-1204-4e01-ae18-8ff830ab4653,190390,43,"Celulares,Electronicos,Ropa,Libros,Ropa,Deportes,Juguetes,Hogar,Celulares,Deportes,Libros,Juguetes,Juguetes,Joyeria,Joyeria,Bebes,Celulares,Animales,Celulares,Deportes,Ferreteria,Animales,Libros,Deportes,Joyeria,Bebes,Salud,Libros,Salud,Salud,Ferreteria,Animales,Ferreteria,Celulares,Celulares,Ropa,Joyeria,Joyeria,Ferreteria,Electronicos,Joyeria,Celulares,Joyeria"
b08cf188-e7fe-41c4-a556-87588344eefa,53295,25,"Electronicos,Ferreteria,Ferreteria,Salud,Bebes,Salud,Deportes,Ferreteria,Deportes,Videojuegos,Salud,Celulares,Hogar,Bebes,Animales,Juguetes,Hogar,Ferreteria,Salud,Bebes,Joyeria,Ropa,Ferreteria,Animales,Videojuegos"
2bb5934a-4664-44de-b2c3-5906bda93fcd,284654,76,"Salud,Bebes,Animales,Hogar,Bebes,Joyeria,Electronicos,Hogar,Electronicos,Celulares,Joyeria,Animales,Libros,Deportes,Deportes,Ferreteria,Ropa,Ropa,Joyeria,Joyeria,Ropa,Electronicos,Hogar,Ferreteria,Ropa,Videojuegos,Deportes,Bebes,Ferreteria,Ferreteria,Videojuegos,Deportes,Ferreteria,Bebes,Libros,Videojuegos,Ferreteria,Ferreteria,Deportes,Celulares,Celulares,Ferreteria,Juguetes,Salud,Joyeria,Ropa,Bebes,Libros,Celulares,Libros,Animales,Libros,Joyeria,Electronicos,Juguetes,Libros,Salud,Ferreteria,Joyeria,Joyeria,Celulares,Juguetes,Hogar,Ropa,Libros,Animales,Salud,Hogar,Juguetes,Videojuegos,Celulares,Deportes,Animales,Electronicos,Bebes,Hogar"
94c1bd9a-31d8-469d-ba0f-d074784bc9b2,30433,28,"Salud,Animales,Celulares,Deportes,Libros,Ferreteria,Juguetes,Animales,Salud,Animales,Hogar,Joyeria,Videojuegos,Libros,Libros,Joyeria,Ferreteria,Animales,Salud,Salud,Ferreteria,Celulares,Ropa,Ropa,Juguetes,Animales,Joyeria,Salud"
3d85f63d-aefb-4529-a597-995116717315,102618,18,"Deportes,Ferreteria,Electronicos,Videojuegos,Juguetes,Ropa,Videojuegos,Electronicos,Celulares,Electronicos,Ropa,Juguetes,Ferreteria,Salud,Juguetes,Hogar,Animales,Bebes"
b4730a48-55d2-4d26-a491-c0b79e78e5cf,358875,99,"Ferreteria,Ferreteria,Salud,Ropa,Deportes,Salud,Joyeria,Ropa,Ferreteria,Joyeria,Salud,Juguetes,Animales,Deportes,Salud,Bebes,Celulares,Ferreteria,Bebes,Animales,Libros,Electronicos,Libros,Celulares,Animales,Joyeria,Videojuegos,Juguetes,Videojuegos,Deportes,Videojuegos,Libros,Ferreteria,Ferreteria,Hogar,Joyeria,Celulares,Juguetes,Salud,Ropa,Joyeria,Bebes,Libros,Celulares,Joyeria,Juguetes,Juguetes,Bebes,Joyeria,Animales,Juguetes,Deportes,Animales,Ropa,Deportes,Animales,Hogar,Joyeria,Animales,Juguetes,Celulares,Electronicos,Salud,Celulares,Celulares,Electronicos,Celulares,Ferreteria,Videojuegos,Juguetes,Animales,Juguetes,Electronicos,Ferreteria,Libros,Salud,Bebes,Ferreteria,Hogar,Joyeria,Joyeria,Ropa,Electronicos,Electronicos,Ropa,Hogar,Joyeria,Libros,Ropa,Hogar,Celulares,Deportes,Libros,Celulares,Libros,Libros,Joyeria,Electronicos,Joyeria"
9f930ddf-82ff-47ab-9a36-4c77628e2903,80176,36,"Hogar,Videojuegos,Joyeria,Bebes,Ferreteria,Ferreteria,Salud,Videojuegos,Salud,Ferreteria,Animales,Videojuegos,Electronicos,Deportes,Libros,Libros,Animales,Juguetes,Celulares,Ropa,Videojuegos,Electronicos,Videojuegos,Bebes,Juguetes,Ferreteria,Libros,Joyeria,Deportes,Celulares,Libros,Ropa,Juguetes,Ferreteria,Joyeria,Juguetes"
e2203c3a-bed0-4986-ad96-790eb49825ff,274275,88,"Salud,Ferreteria,Juguetes,Animales,Salud,Joyeria,Salud,Videojuegos,Deportes,Celulares,Juguetes,Bebes,Joyeria,Bebes,Juguetes,Ropa,Electronicos,Libros,Ferreteria,Libros,Libros,Salud,Juguetes,Salud,Videojuegos,Ferreteria,Videojuegos,Hogar,Ropa,Animales,Juguetes,Celulares,Celulares,Ferreteria,Juguetes,Ferreteria,Videojuegos,Salud,Ferreteria,Deportes,Animales,Bebes,Animales,Deportes,Hogar,Ropa,Libros,Juguetes,Electronicos,Libros,Joyeria,Salud,Animales,Videojuegos,Ropa,Ferreteria,Juguetes,Juguetes,Ferreteria,Celulares,Celulares,Ferreteria,Hogar,Ropa,Deportes,Hogar,Ferreteria,Salud,Videojuegos,Juguetes,Hogar,Videojuegos,Celulares,Joyeria,Deportes,Animales,Videojuegos,Ferreteria,Hogar,Ropa,Electronicos,Ropa,Joyeria,Salud,Celulares,Animales,Videojuegos,Electronicos"
71b8e776-0f2d-4c07-9c4e-0ddc34dc9e43,40235,22,"Ferreteria,Deportes,Libros,Animales,Joyeria,Animales,Electronicos,Hogar,Juguetes,Ropa,Salud,Celulares,Joyeria,Videojuegos,Joyeria,Bebes,Juguetes,Celulares,Animales,Videojuegos,Joyeria,Animales"
f8687cc2-95d8-42ae-84be-3c0e6623057e,271612,60,"Ferreteria,Libros,Juguetes,Animales,Ropa,Bebes,Videojuegos,Hogar,Joyeria,Hogar,Deportes,Ferreteria,Ropa,Libros,Celulares,Bebes,Animales,Celulares,Salud,Libros,Ferreteria,Ferreteria,Videojuegos,Animales,Joyeria,Salud,Animales,Hogar,Libros,Ropa,Ropa,Joyeria,Bebes,Ropa,Joyeria,Celulares,Bebes,Hogar,Deportes,Deportes,Libros,Videojuegos,Juguetes,Hogar,Hogar,Ropa,Electronicos,Bebes,Hogar,Ropa,Libros,Celulares,Celulares,Electronicos,Electronicos,Ropa,Ropa,Celulares,Ropa,Animales"
a57622d6-71f7-4f6f-abc9-eabb5372ab22,241027,63,"Ferreteria,Electronicos,Joyeria,Salud,Animales,Ropa,Bebes,Ropa,Libros,Videojuegos,Ferreteria,Deportes,Ferreteria,Electronicos,Juguetes,Animales,Celulares,Deportes,Bebes,Electronicos,Animales,Salud,Bebes,Libros,Electronicos,Hogar,Joyeria,Electronicos,Hogar,Libros,Joyeria,Joyeria,Libros,Celulares,Videojuegos,Videojuegos,Ropa,Electronicos,Hogar,Juguetes,Deportes,Electronicos,Joyeria,Celulares,Salud,Salud,Bebes,Juguetes,Animales,Joyeria,Deportes,Bebes,Juguetes,Juguetes,Salud,Hogar,Hogar,Deportes,Ropa,Joyeria,Salud,Ferreteria,Celulares"
