ID_Prod,Precio,Categoria
69d0a4b5-d8cf-419f-aec2-8cc2eaa04f0b,"$1,499 ",Animales
ba7a3dec-75aa-47bb-af6b-41b62e3fdbad,"$2,099 ",Animales
44598868-e914-44af-b148-9b51f2d96f2c,$690 ,Animales
8c973e27-b360-47ec-b7bf-1ed71752d964,$498 ,Animales
4bddf9b3-6807-492d-8fc0-9ace107301a7,"$1,280 ",Animales
f89d1f11-505d-415b-b0dc-f13447bebc99,$479 ,Animales
18d07181-3693-431c-b43f-e6fdb04c30f4,"$1,109 ",Animales
e6ee7828-c504-4575-9547-bd9d64b0410c,"$1,077 ",Animales
389b9c31-4194-4110-9979-d0b0f7eda752,"$1,250 ",Animales
461177af-a13b-46e5-beb6-671d3526d5ff,"$1,800 ",Animales
a16f1cd3-1f69-4562-b8ea-e7484b60bdfb,"$1,800 ",Animales
af04d50b-637f-441b-ac65-5cca66663d0a,"$1,369 ",Animales
18740818-a4bb-4b91-928e-c0d807c1bd1a,"$1,869 ",Animales
61ccb098-dc2b-409f-97c9-8b2a937b2452,"$1,160 ",Animales
a727fa55-e754-423f-aa98-e454ebd9874c,"$1,160 ",Animales
e5962f2a-c745-4cb2-933e-ec2c0f40feb6,"$1,150 ",Animales
23f1cfac-fc8b-41cb-b954-170dfe990149,"$1,149 ",Animales
4aacef86-172e-4252-8683-17e026134dc3,"$1,149 ",Animales
f7622e42-3e9e-4887-a320-fee54e31dea3,"$1,920 ",Animales
85f0108e-bd6a-46e4-a881-12e238ee2476,"$1,999 ",Animales
bdc42e2f-7cd6-4f44-b40f-e1977b9d4bc4,"$2,289 ",Animales
7fe3bcdd-48dc-4aa5-8d2f-b0b9e55590f5,"$2,629 ",Animales
974322f9-b9a4-4f62-96ce-4afc2cb875d2,"$2,770 ",Animales
d088a63b-6715-4d60-93d7-675e77452fe2,$99 ,Animales
49a36a90-d802-4948-8850-c78a00b80cfa,$99 ,Animales
523487f8-6314-4972-8b0f-44c9baf23f3e,$99 ,Animales
abd19629-74d8-449f-b9d8-e9010fc62297,$159 ,Animales
d225ff34-aa1c-43fa-a8a7-e614f34ff358,$250 ,Animales
f85ee23d-cfbe-4847-94bb-88359a1a299c,$759 ,Animales
58ad11ed-875a-4aa4-bf5f-14fa2251ae96,$680 ,Animales
05ee61c6-74e7-4361-90c8-2112293c25e1,$373 ,Animales
11f16952-8a0c-4c25-b364-b0b6ad32aba8,$713 ,Animales
138bed5c-d95b-4fe2-815e-ef01c08d7983,$107 ,Animales
3bf16350-5ad1-497a-950a-c1a166cc6920,$879 ,Animales
35baaec2-4433-418b-9299-8e2570275d28,"$13,500 ",Animales
79cb5248-2edf-4f1d-85d1-e762930be41d,$975 ,Animales
24c0d602-fc40-4613-8353-de16c6e5391e,$894 ,Animales
706d1e18-46eb-42e5-b838-2772a45ccf10,"$2,097 ",Animales
6191addf-6c18-49fb-8fd6-aaf0ead25867,$810 ,Animales
e309b1c6-fcfc-4f00-bede-61f1481de4aa,$216 ,Animales
31235754-e302-4d19-a8c8-c3c3c36ed7c3,$650 ,Animales
1192bda7-8e89-448e-8f5d-4fdfa66c3e60,$699 ,Animales
6527cfec-91b9-4812-a8fd-0aa1cfec832e,"$1,049 ",Animales
10bd8ea1-3499-4429-9102-9a644ef16fe8,"$1,234 ",Animales
da4185b5-49c4-4a95-99fd-e983cf688378,$769 ,Animales
5157dbfa-dd45-4b3a-ba18-78792f8afdf4,$65 ,Animales
f690af4c-98e3-4e6e-a816-e93f52dfc797,$769 ,Animales
82a5f610-d80c-46ee-ace5-3e0b555ea81b,$569 ,Animales
cf34694b-a96c-4751-a035-4311154a80b5,"$1,889 ",Animales
c7718697-c10a-4195-925b-47c466b99638,"$3,790 ",Animales
90b7da57-03f0-4f5b-b53b-56faa909690b,$690 ,Animales
7891da76-64a4-4808-a3bd-4ce4b01aea64,$540 ,Animales
933dc73d-c0de-45e9-8e77-32d05cadb50b,$109 ,Animales
2ca48b29-63e1-4706-ab6c-dadc7d2b9f7c,$975 ,Animales
6d478bd5-6e56-417b-b5b6-8100f5f9e0a2,$999 ,Animales
d86eba26-62d6-42be-ab4f-dd4cd6b1906a,$495 ,Animales
6715f069-6886-4b13-a88b-c90867e2d18c,$750 ,Animales
9251f88e-4c78-4e0d-a837-483066e81d79,"$1,099 ",Animales
7c42ea7c-bed6-43ea-9482-b1102be6dde0,$549 ,Animales
f54d0d56-b62b-445b-951c-fbd3ce8d6aa4,$469 ,Animales
2ad06662-c163-411a-b316-ef7fc9459e07,$306 ,Animales
0bdafb9f-f43a-47a2-b141-5b2d1d72e82a,$269 ,Animales
f3587694-8788-430d-ba64-77ebcac3d8ce,$139 ,Animales
80ec2306-d15f-4372-b8c3-3f426ef8f62f,$899 ,Animales
128a5bcf-989b-466f-98e7-c8d84db073b3,$959 ,Animales
d03a2626-6874-4375-a749-da8adf0d7ebe,$319 ,Animales
f5f3bab4-770a-4ca6-a221-3978adb03bf9,$339 ,Animales
0b832f6e-6b53-4533-8002-c091300d2597,$850 ,Animales
b9602a5a-f6d4-482f-91b0-b5c42856a5b0,$329 ,Animales
22faf836-db92-40cb-8bff-50423b4e9da9,$200 ,Animales
03514b3d-4e2b-469e-a326-fe6179e31f6f,$599 ,Animales
93d56799-f3d4-4be8-8c23-98221fa6c71d,$320 ,Animales
a8144ec3-774e-4b64-a852-49f04ac788aa,"$1,810 ",Animales
0f72eda2-1e79-42b7-a3d4-5bb57d39d548,$389 ,Animales
e804a8c3-5264-4e32-8f3b-5185473a0088,$599 ,Animales
165ffda0-21fd-4188-927e-eba8a27287f6,$881 ,Animales
67909975-a241-4924-8820-6b308a018150,$241 ,Animales
11a9e66f-7a9c-4da7-87c7-a73f637f2787,$279 ,Animales
05e437a9-ab0e-47f1-9ce8-e1e52dba78ff,$579 ,Animales
50d96622-7033-43ac-ad70-349de2515920,$785 ,Animales
fdea740e-39fd-4372-bc6d-a6c32db84407,$329 ,Animales
45ffea59-7295-4b1c-b8ca-24a4d4e6b779,$805 ,Animales
654218a9-9c05-46ab-8e79-0115d52ef5af,$510 ,Animales
3babe358-1400-4a8c-a955-aaf72ca4b823,"$1,679 ",Animales
52eb57a9-7d31-48c6-a677-a07a8580a518,$435 ,Animales
e88cb6b5-ffb2-489e-8059-805a35189090,"$1,609 ",Animales
bd5555e2-99c7-40ae-95b4-330a294ab491,$799 ,Animales
c833a583-e65e-4f88-ac5e-7f33e354a317,$745 ,Animales
f0481e43-25b1-45e0-8fd9-935f41df6bbb,$799 ,Animales
a80e7803-a047-43df-87d2-ae20d95ed559,"$1,399 ",Animales
23cd6c6a-a304-4e6b-bb4b-8fd5b2d17630,$279 ,Animales
46834986-a13d-40a9-a2a2-4eca3299318c,$279 ,Animales
71963862-f9f1-4321-83a2-cabb0a48f7c0,$699 ,Animales
086f1033-742b-42af-9900-30d04c1503f4,$511 ,Animales
0474db81-a0f6-44e4-bea3-6a8fc31ad117,$360 ,Animales
14150310-47e1-430d-a14d-c12e16be9018,$249 ,Animales
5c673138-080d-454e-92e2-0a7f240282c0,$749 ,Animales
9b11cde4-b532-4f23-a08c-52cd6f9e2e69,$509 ,Animales
d7968446-5840-4b74-86b0-fcba1505601d,$199 ,Animales
708ad574-c5ec-44ed-9791-bd0f3e73c0f8,$650 ,Animales
73d6044d-0b71-4e78-aa5f-d2b4044eef8e,$719 ,Animales
92e3d86c-7fab-4be9-bf0f-9d244235d9ea,$479 ,Animales
6888f20f-1efe-4465-92b6-ee0359f99b4c,$389 ,Animales
7d94b968-ff85-4672-a75d-e0edbaa967f2,$122 ,Animales
2eaa7309-9252-43e2-b961-4099b7037af2,$729 ,Animales
32dd67cf-c284-4ea4-ac6f-168abe397f63,$269 ,Animales
5de669bd-5078-44c7-9410-01109298727d,$449 ,Animales
bcad762e-7004-4715-ac91-e95b62d87845,"$1,199 ",Animales
8653f71b-7b8f-430e-bbbf-ff7c9b1c51d2,$649 ,Animales
1c1a1ce6-3fc1-4c64-8005-00e658830778,$599 ,Animales
78854a26-c136-4625-8f39-fcde9589921a,$159 ,Animales
26920124-6d2f-4402-aad7-b93d2d9db2e2,$485 ,Animales
18e1f177-1349-4344-8328-a8ad4183ae30,"$1,267 ",Animales
5060df1a-d2a9-4016-8191-9751adfb4620,$314 ,Animales
5966c0ee-012c-4ec1-b61f-b7e9d96e0423,$399 ,Animales
57c51e55-cb7c-4c79-a414-b6b66360ec9a,$379 ,Animales
9143e441-8baa-417c-a3b6-f06828a397b7,$568 ,Animales
188e835e-652a-4662-86cd-0f2263596f35,$314 ,Animales
79818477-af23-487e-b902-7bc293e5dba4,$425 ,Animales
043bf9cb-9f89-4a8d-ae90-0178c75ab2b4,$59 ,Animales
015978be-d94a-4b90-ae44-548885f13359,$199 ,Animales
de9635d3-b667-4362-9fe2-0d80fc5bac50,$99 ,Animales
a0d529fb-fd81-4262-94f7-e58c2be966bf,$799 ,Animales
e327bf51-6c2d-4964-8f0f-037f2aa2bb7d,$99 ,Animales
3e28ea21-5898-428a-bcc8-90e5df74a029,$129 ,Animales
15700c1b-0a1a-4e6d-a153-efc02bfef2d3,$154 ,Animales
41556eee-b1cf-457e-af0a-ccd8020b284d,$100 ,Animales
b4986247-472c-4edb-a70c-65f30e4b35db,$219 ,Animales
929ebcfd-9ec8-4de0-b861-d80bfc0d05fa,$89 ,Animales
f6ee2a09-d53a-4af9-84d4-c3c38b810c66,$67 ,Animales
e8db04e5-237e-4e37-b0d8-23e51b308cde,$779 ,Animales
24217572-ae0c-4ea9-a488-cbad381b08d1,$449 ,Animales
d5a79af2-cc0e-493a-9901-55b69b1dc40f,$100 ,Animales
75c64b80-a8f5-47bd-93dc-aecc7a0aa720,$777 ,Animales
b102eac7-f4fc-4843-8c3a-ae459fbab4c7,$81 ,Animales
1badeee3-a617-4426-9d58-5529654a36dd,$855 ,Animales
0db5c77e-a645-41e6-9d24-a9ecc8937a2b,$419 ,Animales
87ee1c5f-e20f-401e-9da3-1870cd25fe52,$99 ,Animales
8f52dbce-60e9-4568-9787-c84c20c67697,$393 ,Animales
a2a343b2-b3a4-406f-8c19-bc431c9f2b68,$350 ,Animales
c74ffeff-2a92-4f4b-a64c-a9fa82030ff8,$159 ,Animales
7eb29619-65b0-4892-b829-82cede60b507,$115 ,Animales
d368ebb0-df6b-47f1-8433-bf955573cf3c,$115 ,Animales
0f5d03e5-81bb-45de-8e23-51e9e6f6669c,$829 ,Animales
5c636b68-0673-4e39-9717-35b5f5b02b4a,$65 ,Animales
446f5314-2dde-4feb-8de9-7393ec765a01,$88 ,Animales
02248789-5f15-4dec-8135-fe1eb2ab9e53,$25 ,Animales
9e8ccd9e-5217-46e2-94e9-cd9899900b57,$119 ,Animales
5310f683-7044-4ebb-9ea9-3abae49b39d1,$744 ,Animales
80aad73b-db49-4ce1-a014-0d7c7bda7c5e,$829 ,Animales
35144598-688b-4697-8e5e-ba26864efd2b,$37 ,Animales
70b083ae-91f0-4155-b425-080ed4b3e3f0,$781 ,Animales
e1a0ea16-d2b7-473a-a80b-9dae00a4975c,$899 ,Animales
4ebac331-97ba-44f9-94ed-451d233ecd7d,$319 ,Animales
c3630a5a-fb37-4ebf-9f01-2dd10a48201c,$309 ,Animales
2c07c823-2c1d-4926-b889-8c17d95b2fc6,$163 ,Animales
c3ae1259-0423-4d3e-82af-d92f56af3356,$59 ,Animales
d7f4bc0a-091d-43e7-9ee1-546bfde1ad73,$380 ,Animales
5ed1184d-9762-45b6-bc7e-ed6314224a78,"$2,099 ",Animales
1b6aed3a-d3a6-474d-9d79-f74ca10bb80b,$229 ,Animales
5401a3f3-db5e-494d-9612-d8d4777ef6e8,$159 ,Animales
2360c440-bbb6-4c78-962e-97c5b416fb76,$809 ,Animales
eb42740d-54c9-41d8-886d-5742bce7d238,$499 ,Animales
76601915-9ee0-4e51-9f0a-8bd6c8bcfdd2,$339 ,Animales
4684afa5-c4a5-4365-8716-5a9300436dce,$140 ,Animales
ad098679-b987-4994-9511-7da8ed104e37,$209 ,Animales
27ce4e05-1342-4935-a224-57a1f67adb20,$59 ,Animales
2a7ddcc1-fd42-4d00-a485-2485696d5934,$63 ,Animales
187bcc7c-184e-470c-a15a-1ce3bbae8d73,$969 ,Animales
6fe72124-d139-4fdd-8e9c-3c3f70f4343a,$378 ,Animales
2b22865b-e724-4408-a99f-5c0b3b213541,$576 ,Animales
bc7b88bc-da97-4f91-9aba-c5b4bcaf315b,$99 ,Animales
330077b7-e576-4ecf-8ed6-28dca8ce5eb2,$539 ,Animales
d9177e3c-d367-49cf-bea9-76405e7eac9f,$269 ,Animales
41a8b5ac-1149-482b-b42c-9a03b620e286,$105 ,Animales
b9b1d234-c9ea-4ca6-adda-1411b2eb9f6f,$412 ,Animales
b7d06e8a-71de-4d35-a1ca-84a64b56196e,$300 ,Animales
2019dcbe-5046-42d6-9122-57abfc96d84e,$139 ,Animales
89ed33f1-4943-4f9e-b63d-28a85fccd224,$99 ,Animales
d64f76b2-383f-4963-a99f-18093960ab35,$149 ,Animales
e002edc7-474a-4992-8d1f-cf7d2196086f,$899 ,Animales
19d82726-97d2-4a70-90a8-b1b18d72fddb,"$1,315 ",Animales
f4c47342-3848-4662-8d4d-68ff6ceca0ae,"$1,220 ",Animales
a956c87a-9eb9-4013-a9a7-3d6935614d1b,"$1,259 ",Animales
21f03923-715d-4d35-b9b0-4d0836f207ae,"$1,738 ",Animales
b3ea5d92-b70a-472d-ba6a-ad35d7bd163c,"$1,863 ",Animales
871fc3e6-8c1d-43f1-909c-0141f4ff1673,$287 ,Animales
f615e6f4-34ff-4e23-887e-b2daf01a8272,$448 ,Animales
1fc0c3b6-ce6a-42f8-b8c8-dcbeeb152ad2,"$1,083 ",Animales
712e9d9d-e9ab-43e2-87f8-3502a8806ecf,$55 ,Animales
7b1f96da-a4d0-4a0a-98ba-242ceb80f4d2,$115 ,Animales
099e786b-c573-42d7-bafb-e34fe35bee93,$795 ,Animales
f5bc2e2f-8c49-4a53-85a9-7d2e7a08f3db,"$2,023 ",Animales
580ef6f3-7119-4a8e-95a0-840562011d5a,"$2,094 ",Animales
6cb30a38-47f0-4c39-b458-3c4f4b417548,"$12,900 ",Animales
70ad918c-1769-40cd-8054-c162ffd60055,"$6,880 ",Animales
b61f2eae-d2b6-42e3-a527-682d2e9a258d,$599 ,Animales
9e27f83e-1640-4f4e-ac53-3a72f64073c8,"$2,080 ",Animales
ee364f2c-7c70-4e32-b0f9-c3815f68faf3,$97 ,Animales
c77ef17b-164f-420d-bb18-806b6b47778f,$140 ,Animales
c1863e16-4479-4ae2-9442-be9cc3b8cb93,$849 ,Animales
e67665ed-8de4-4683-a800-49c9895cbbf1,$179 ,Animales
c5d3df72-efa4-40a2-b54f-655324a8b747,$119 ,Animales
5d0fc8c9-d2a9-48ff-8c74-b97772175e6a,$79 ,Animales
a36ecf1c-b5c8-4d04-859c-096c3a0ca460,$846 ,Animales
c6cd798f-977f-4f25-882c-035d701257bc,$269 ,Animales
2b70a12f-c947-4d05-8e44-bc19ee36713f,$269 ,Animales
b28d594a-069e-4b7d-a14e-889dbfb6cd28,$339 ,Animales
52c6e704-c5b0-490d-b17c-7e0e9e7112cc,$570 ,Animales
1634442b-c468-4169-8662-0343a18aa51a,$107 ,Animales
f5b539e8-9447-4e5f-a5e9-723a9d00981d,$103 ,Animales
d427ca5d-ee2c-460a-a808-25e208fc39b7,$498 ,Animales
4b0db1e2-551d-4d37-ace0-87f047224b9c,$589 ,Animales
48b4bf50-5209-4329-982a-c75be13f58dc,$430 ,Animales
066365dd-2251-4c9f-ab7f-1b93d65e6c4b,$895 ,Animales
f45112b4-7dae-45ce-83d3-06c09697b3c4,$570 ,Animales
0c70ede4-60b2-41c5-ae67-a81057f11fcf,$424 ,Animales
0b51efcf-eb2b-4857-aedb-b305e274d0ea,$350 ,Animales
99e909a7-9abd-4b0f-9319-a26bf34edb63,$154 ,Animales
3634ecc4-47da-4ab3-8807-aa065dc91d2d,$235 ,Animales
afe44ff1-470c-4671-a07d-f9e324f276e5,$250 ,Animales
a0c4fcff-43ac-4004-a88d-996adf8cb703,$190 ,Animales
189b1bdd-e8ba-4636-be0d-a491dcef2059,$155 ,Animales
4ce571af-7881-4f9d-9eb2-e880807a4edd,$230 ,Animales
8da7f33c-33cf-4ccc-beb8-bdd782bb7eab,$230 ,Animales
94b8d6b1-9cb3-4722-85d0-c04c8ea1f560,$759 ,Animales
f1c761d1-b392-4fba-9020-942c28ce269d,$119 ,Animales
39832075-7259-4222-add3-f2edc334f81b,"$1,299 ",Bebes
151f6ea6-72ea-4d98-b91f-940a235dbb68,$759 ,Bebes
355a2c16-8bf2-458d-8742-4a8ec98ec7d1,"$3,349 ",Bebes
8a03e6b7-828b-4cb6-b75a-a7b0a7680dfe,$749 ,Bebes
61cb0574-f03a-4754-96e3-ed92a4998df1,$319 ,Bebes
a68d39a8-107a-4c6b-83e8-b50dee5ba15d,$479 ,Bebes
dbb7d60d-0430-4ea3-960c-6395635921ef,$339 ,Bebes
c2883d25-77e2-4cdd-b3d8-7c338ef684ec,"$1,039 ",Bebes
c0a59f64-6f91-46a4-ab5c-9b6264684340,"$1,119 ",Bebes
14db3482-5a33-47f9-93fe-251db0e205fb,"$1,269 ",Bebes
092bd7e6-cd33-444b-ad16-114bfd01cfbe,"$1,119 ",Bebes
6dad7d11-92f3-469e-bbc9-4ce858568759,$295 ,Bebes
ec49f11f-16b6-4eca-9b5c-2de299ef5d4b,$359 ,Bebes
827f2383-e54e-4879-b69f-d52be05d2b50,"$2,079 ",Bebes
a756b47d-1185-4ce2-887c-3ef8928826a0,"$1,399 ",Bebes
32b20b2f-4390-4ca7-92f4-60e550e51f19,$299 ,Bebes
624233dc-91be-4b03-8878-b38419779006,"$3,279 ",Bebes
56c2b53d-226f-4a49-add2-67dcb61face5,"$3,439 ",Bebes
c4947932-38f7-47f1-82e7-e0889e88ee5d,"$2,185 ",Bebes
e87c3f72-e59a-4844-8636-29b3109fdc00,"$1,739 ",Bebes
380bcd16-e8cd-4f0d-97f3-1de268e773f3,"$1,199 ",Bebes
af6a2140-449e-4f94-b5cd-5042753c08c3,$749 ,Bebes
a059d1b7-cee0-4e3e-a2dc-4a8b8198dcea,$699 ,Bebes
bcfd5283-41cb-4974-b482-8a7f665036b9,$692 ,Bebes
77ee663f-8eb1-4d93-8dde-3a50d24f81a6,$929 ,Bebes
cd713162-e895-467f-9e34-e70a99faf18d,"$1,199 ",Bebes
44eb4517-a8ab-4503-97bd-16e02c35cf78,$899 ,Bebes
848f5be1-c789-497d-8502-37aad5ea5f06,"$1,276 ",Bebes
b0b185a5-1638-427f-a338-ff595a6b0490,"$1,314 ",Bebes
4a0f7af0-905b-4698-8c9d-6ec921097183,"$1,499 ",Bebes
393d7bb2-13fe-429e-8103-06cef1a72247,"$2,099 ",Bebes
9b32a495-9585-47fc-b033-e4f495302919,"$1,799 ",Bebes
cee0d786-7f39-4114-96ea-59bf16ae2d2d,"$2,639 ",Bebes
46c85e7a-8b62-4a39-9f0c-144e03b42100,"$2,199 ",Bebes
979c798a-31a5-4c88-a6a0-94292ad0e6f6,"$2,289 ",Bebes
6cf89607-ccea-4074-8622-6f776ca58870,"$2,689 ",Bebes
da2d73e4-7d47-4944-859f-0adf82c82e8e,"$1,989 ",Bebes
f2e34e5a-64d0-4d52-bc61-3d6b61215fec,"$4,009 ",Bebes
7343f567-3941-47ce-9798-5bd32f4886e3,"$5,399 ",Bebes
ad8ea282-b32f-450a-bfce-59f0556983c5,"$7,999 ",Bebes
a646710b-70b5-4032-9f51-a683a78652a7,$179 ,Bebes
2600dabe-c635-4175-866d-2d4d84dd0459,$439 ,Bebes
7a72dc09-8500-4995-8dc6-c8cfbd6c50a4,$519 ,Bebes
5d4c0e6d-6cc2-4fb7-a977-7f098ca3c8dc,"$1,039 ",Bebes
7fb0805f-bcd9-4b36-ad22-4a42d280fc45,"$1,469 ",Bebes
cb7abd00-60cd-4d5a-ab37-7c1dadae7b1e,"$1,519 ",Bebes
e504f523-ce89-4bfe-a073-0b7de49ad57a,"$2,799 ",Bebes
73b81550-a04e-4db1-b7dd-be04be814d2b,"$2,079 ",Bebes
8f892a2c-c811-402f-8e45-2ed47542df6a,"$1,999 ",Bebes
a4b17f8f-b407-4612-8346-3f848b07c320,"$2,099 ",Bebes
224332f8-a480-4b54-ba1f-9b8f734a1415,$399 ,Bebes
6883a6a3-39c4-409a-981a-fd2378646846,"$1,969 ",Bebes
9c5dcdc2-100c-45bb-a92c-8428de5b1434,$759 ,Bebes
7e51de36-bbd9-4fe0-98cd-93957ee43743,"$1,119 ",Bebes
84d48a32-e608-4b3a-aad4-34d6c98ea6e0,$899 ,Bebes
93bd964e-8384-41fe-90eb-5106ce014025,"$6,369 ",Bebes
99e6f3f4-f774-436d-96f7-01e26fb22b74,"$1,799 ",Bebes
b1e8c26b-6213-4a65-a0c3-5872c0bdd85a,"$1,569 ",Bebes
59899ae8-908d-4d5d-8cfc-8d6546442670,"$1,139 ",Bebes
0063f4bc-ee57-4475-ba2e-a943e6f4f9cf,"$1,219 ",Bebes
e674ab27-f183-4731-b71a-9c88cecf49fe,"$1,112 ",Bebes
136e12b7-df87-490c-909a-d4bca3692654,$799 ,Bebes
0b8d279e-6e4d-4f9a-8d1b-cef0ba6b1ff0,"$1,099 ",Bebes
9879f93b-20bc-43b4-ba0c-5cbcdd27eea3,"$4,099 ",Bebes
57ff2789-7383-40a1-b287-b752cbab9bc5,"$2,399 ",Bebes
15f72364-2819-439c-91da-e832f49a9f3a,"$2,099 ",Bebes
2fc8feb1-7f93-488e-b2ad-8532f8c7828e,"$1,936 ",Bebes
4130ba39-24b1-448b-a42e-640ac48a1de7,"$2,079 ",Bebes
b240607a-9d1e-4504-b61c-729ec7fdc093,"$1,859 ",Bebes
5be4ab09-ba14-43cf-96ce-ced24e70413f,"$2,199 ",Bebes
15254d93-fcba-46f7-8e07-48730b0c8cb8,"$1,659 ",Bebes
884e3ae2-dc69-4d59-9ab1-6993b55ea509,"$2,126 ",Bebes
94dc2f20-6a18-4d55-addb-f94b53f73ce5,"$2,465 ",Bebes
